gl_account_id,ma_customer_key,fa_key,entity,effective_from,effective_to
ACC0042,CUS-000042,FA-000042,Global,2022-01-01,2099-12-31
ACC0043,CUS-000043,FA-000043,Global,2022-01-01,2099-12-31
ACC0044,CUS-000044,FA-000044,Global,2022-01-01,2099-12-31
ACC0045,CUS-000045,FA-000045,Global,2022-01-01,2099-12-31
ACC0046,CUS-000046,FA-000046,Global,2022-01-01,2099-12-31
ACC0047,CUS-000047,FA-000047,Global,2022-01-01,2099-12-31
ACC0048,CUS-000048,FA-000048,Global,2022-01-01,2099-12-31
ACC0049,CUS-000049,FA-000049,Global,2022-01-01,2099-12-31
ACC0050,CUS-000050,FA-000050,Global,2022-01-01,2099-12-31
ACC0051,CUS-000051,FA-000051,Global,2022-01-01,2099-12-31
ACC0052,CUS-000052,FA-000052,Global,2022-01-01,2099-12-31
ACC0053,CUS-000053,FA-000053,Global,2022-01-01,2099-12-31
ACC0054,CUS-000054,FA-000054,Global,2022-01-01,2099-12-31
ACC0055,CUS-000055,FA-000055,Global,2022-01-01,2099-12-31
ACC0056,CUS-000056,FA-000056,Global,2022-01-01,2099-12-31
ACC0057,CUS-000057,FA-000057,Global,2022-01-01,2099-12-31
ACC0058,CUS-000058,FA-000058,Global,2022-01-01,2099-12-31
ACC0059,CUS-000059,FA-000059,Global,2022-01-01,2099-12-31
ACC0060,CUS-000060,FA-000060,Global,2022-01-01,2099-12-31
ACC0061,CUS-000061,FA-000061,Global,2022-01-01,2099-12-31
ACC0062,CUS-000062,FA-000062,Global,2022-01-01,2099-12-31
ACC0063,CUS-000063,FA-000063,Global,2022-01-01,2099-12-31
ACC0064,CUS-000064,FA-000064,Global,2022-01-01,2099-12-31
ACC0065,CUS-000065,FA-000065,Global,2022-01-01,2099-12-31
ACC0066,CUS-000066,FA-000066,Global,2022-01-01,2099-12-31
ACC0067,CUS-000067,FA-000067,Global,2022-01-01,2099-12-31
ACC0068,CUS-000068,FA-000068,Global,2022-01-01,2099-12-31
ACC0069,CUS-000069,FA-000069,Global,2022-01-01,2099-12-31
ACC0070,CUS-000070,FA-000070,Global,2022-01-01,2099-12-31
ACC0071,CUS-000071,FA-000071,Global,2022-01-01,2099-12-31
ACC0072,CUS-000072,FA-000072,Global,2022-01-01,2099-12-31
ACC0073,CUS-000073,FA-000073,Global,2022-01-01,2099-12-31
ACC0074,CUS-000074,FA-000074,Global,2022-01-01,2099-12-31
ACC0075,CUS-000075,FA-000075,Global,2022-01-01,2099-12-31
ACC0076,CUS-000076,FA-000076,Global,2022-01-01,2099-12-31
ACC0077,CUS-000077,FA-000077,Global,2022-01-01,2099-12-31
ACC0078,CUS-000078,FA-000078,Global,2022-01-01,2099-12-31
ACC0079,CUS-000079,FA-000079,Global,2022-01-01,2099-12-31
ACC0080,CUS-000080,FA-000080,Global,2022-01-01,2099-12-31
ACC0081,CUS-000081,FA-000081,Global,2022-01-01,2099-12-31
ACC0082,CUS-000082,FA-000082,Global,2022-01-01,2099-12-31
ACC0083,CUS-000083,FA-000083,Global,2022-01-01,2099-12-31
ACC0084,CUS-000084,FA-000084,Global,2022-01-01,2099-12-31
ACC0085,CUS-000085,FA-000085,Global,2022-01-01,2099-12-31
ACC0086,CUS-000086,FA-000086,Global,2022-01-01,2099-12-31
ACC0087,CUS-000087,FA-000087,Global,2022-01-01,2099-12-31
ACC0088,CUS-000088,FA-000088,Global,2022-01-01,2099-12-31
ACC0089,CUS-000089,FA-000089,Global,2022-01-01,2099-12-31
ACC0090,CUS-000090,FA-000090,Global,2022-01-01,2099-12-31
ACC0091,CUS-000091,FA-000091,Global,2022-01-01,2099-12-31
ACC0092,CUS-000092,FA-000092,Global,2022-01-01,2099-12-31
ACC0093,CUS-000093,FA-000093,Global,2022-01-01,2099-12-31
ACC0094,CUS-000094,FA-000094,Global,2022-01-01,2099-12-31
ACC0095,CUS-000095,FA-000095,Global,2022-01-01,2099-12-31
ACC0096,CUS-000096,FA-000096,Global,2022-01-01,2099-12-31
ACC0097,CUS-000097,FA-000097,Global,2022-01-01,2099-12-31
ACC0098,CUS-000098,FA-000098,Global,2022-01-01,2099-12-31
ACC0099,CUS-000099,FA-000099,Global,2022-01-01,2099-12-31
ACC0100,CUS-000100,FA-000100,Global,2022-01-01,2099-12-31
ACC0101,CUS-000101,FA-000101,Global,2022-01-01,2099-12-31
ACC0102,CUS-000102,FA-000102,Global,2022-01-01,2099-12-31
ACC0103,CUS-000103,FA-000103,Global,2022-01-01,2099-12-31
ACC0104,CUS-000104,FA-000104,Global,2022-01-01,2099-12-31
ACC0105,CUS-000105,FA-000105,Global,2022-01-01,2099-12-31
ACC0106,CUS-000106,FA-000106,Global,2022-01-01,2099-12-31
ACC0107,CUS-000107,FA-000107,Global,2022-01-01,2099-12-31
ACC0108,CUS-000108,FA-000108,Global,2022-01-01,2099-12-31
ACC0109,CUS-000109,FA-000109,Global,2022-01-01,2099-12-31
ACC0110,CUS-000110,FA-000110,Global,2022-01-01,2099-12-31
ACC0111,CUS-000111,FA-000111,Global,2022-01-01,2099-12-31
ACC0112,CUS-000112,FA-000112,Global,2022-01-01,2099-12-31
ACC0113,CUS-000113,FA-000113,Global,2022-01-01,2099-12-31
ACC0114,CUS-000114,FA-000114,Global,2022-01-01,2099-12-31
ACC0115,CUS-000115,FA-000115,Global,2022-01-01,2099-12-31
ACC0116,CUS-000116,FA-000116,Global,2022-01-01,2099-12-31
ACC0117,CUS-000117,FA-000117,Global,2022-01-01,2099-12-31
ACC0118,CUS-000118,FA-000118,Global,2022-01-01,2099-12-31
ACC0119,CUS-000119,FA-000119,Global,2022-01-01,2099-12-31
ACC0120,CUS-000120,FA-000120,Global,2022-01-01,2099-12-31
ACC0121,CUS-000121,FA-000121,Global,2022-01-01,2099-12-31
ACC0122,CUS-000122,FA-000122,Global,2022-01-01,2099-12-31
ACC0123,CUS-000123,FA-000123,Global,2022-01-01,2099-12-31
ACC0124,CUS-000124,FA-000124,Global,2022-01-01,2099-12-31
ACC0125,CUS-000125,FA-000125,Global,2022-01-01,2099-12-31
ACC0126,CUS-000126,FA-000126,Global,2022-01-01,2099-12-31
ACC0127,CUS-000127,FA-000127,Global,2022-01-01,2099-12-31
ACC0128,CUS-000128,FA-000128,Global,2022-01-01,2099-12-31
ACC0129,CUS-000129,FA-000129,Global,2022-01-01,2099-12-31
ACC0130,CUS-000130,FA-000130,Global,2022-01-01,2099-12-31
ACC0131,CUS-000131,FA-000131,Global,2022-01-01,2099-12-31
ACC0132,CUS-000132,FA-000132,Global,2022-01-01,2099-12-31
ACC0133,CUS-000133,FA-000133,Global,2022-01-01,2099-12-31
ACC0134,CUS-000134,FA-000134,Global,2022-01-01,2099-12-31
ACC0135,CUS-000135,FA-000135,Global,2022-01-01,2099-12-31
ACC0136,CUS-000136,FA-000136,Global,2022-01-01,2099-12-31
ACC0137,CUS-000137,FA-000137,Global,2022-01-01,2099-12-31
ACC0138,CUS-000138,FA-000138,Global,2022-01-01,2099-12-31
ACC0139,CUS-000139,FA-000139,Global,2022-01-01,2099-12-31
ACC0140,CUS-000140,FA-000140,Global,2022-01-01,2099-12-31
ACC0141,CUS-000141,FA-000141,Global,2022-01-01,2099-12-31
ACC0142,CUS-000142,FA-000142,Global,2022-01-01,2099-12-31
ACC0143,CUS-000143,FA-000143,Global,2022-01-01,2099-12-31
ACC0144,CUS-000144,FA-000144,Global,2022-01-01,2099-12-31
ACC0145,CUS-000145,FA-000145,Global,2022-01-01,2099-12-31
ACC0146,CUS-000146,FA-000146,Global,2022-01-01,2099-12-31
ACC0147,CUS-000147,FA-000147,Global,2022-01-01,2099-12-31
ACC0148,CUS-000148,FA-000148,Global,2022-01-01,2099-12-31
ACC0149,CUS-000149,FA-000149,Global,2022-01-01,2099-12-31
ACC0150,CUS-000150,FA-000150,Global,2022-01-01,2099-12-31
ACC0151,CUS-000151,FA-000151,Global,2022-01-01,2099-12-31
ACC0152,CUS-000152,FA-000152,Global,2022-01-01,2099-12-31
ACC0153,CUS-000153,FA-000153,Global,2022-01-01,2099-12-31
ACC0154,CUS-000154,FA-000154,Global,2022-01-01,2099-12-31
ACC0155,CUS-000155,FA-000155,Global,2022-01-01,2099-12-31
ACC0156,CUS-000156,FA-000156,Global,2022-01-01,2099-12-31
ACC0157,CUS-000157,FA-000157,Global,2022-01-01,2099-12-31
ACC0158,CUS-000158,FA-000158,Global,2022-01-01,2099-12-31
ACC0159,CUS-000159,FA-000159,Global,2022-01-01,2099-12-31
ACC0160,CUS-000160,FA-000160,Global,2022-01-01,2099-12-31
ACC0161,CUS-000161,FA-000161,Global,2022-01-01,2099-12-31
ACC0162,CUS-000162,FA-000162,Global,2022-01-01,2099-12-31
ACC0163,CUS-000163,FA-000163,Global,2022-01-01,2099-12-31
ACC0164,CUS-000164,FA-000164,Global,2022-01-01,2099-12-31
ACC0165,CUS-000165,FA-000165,Global,2022-01-01,2099-12-31
ACC0166,CUS-000166,FA-000166,Global,2022-01-01,2099-12-31
ACC0167,CUS-000167,FA-000167,Global,2022-01-01,2099-12-31
ACC0168,CUS-000168,FA-000168,Global,2022-01-01,2099-12-31
ACC0169,CUS-000169,FA-000169,Global,2022-01-01,2099-12-31
ACC0170,CUS-000170,FA-000170,Global,2022-01-01,2099-12-31
ACC0171,CUS-000171,FA-000171,Global,2022-01-01,2099-12-31
ACC0172,CUS-000172,FA-000172,Global,2022-01-01,2099-12-31
ACC0173,CUS-000173,FA-000173,Global,2022-01-01,2099-12-31
ACC0174,CUS-000174,FA-000174,Global,2022-01-01,2099-12-31
ACC0175,CUS-000175,FA-000175,Global,2022-01-01,2099-12-31
ACC0176,CUS-000176,FA-000176,Global,2022-01-01,2099-12-31
ACC0177,CUS-000177,FA-000177,Global,2022-01-01,2099-12-31
ACC0178,CUS-000178,FA-000178,Global,2022-01-01,2099-12-31
ACC0179,CUS-000179,FA-000179,Global,2022-01-01,2099-12-31
ACC0180,CUS-000180,FA-000180,Global,2022-01-01,2099-12-31
ACC0181,CUS-000181,FA-000181,Global,2022-01-01,2099-12-31
ACC0182,CUS-000182,FA-000182,Global,2022-01-01,2099-12-31
ACC0183,CUS-000183,FA-000183,Global,2022-01-01,2099-12-31
ACC0184,CUS-000184,FA-000184,Global,2022-01-01,2099-12-31
ACC0185,CUS-000185,FA-000185,Global,2022-01-01,2099-12-31
ACC0186,CUS-000186,FA-000186,Global,2022-01-01,2099-12-31
ACC0187,CUS-000187,FA-000187,Global,2022-01-01,2099-12-31
ACC0188,CUS-000188,FA-000188,Global,2022-01-01,2099-12-31
ACC0189,CUS-000189,FA-000189,Global,2022-01-01,2099-12-31
ACC0190,CUS-000190,FA-000190,Global,2022-01-01,2099-12-31
ACC0191,CUS-000191,FA-000191,Global,2022-01-01,2099-12-31
ACC0192,CUS-000192,FA-000192,Global,2022-01-01,2099-12-31
ACC0193,CUS-000193,FA-000193,Global,2022-01-01,2099-12-31
ACC0194,CUS-000194,FA-000194,Global,2022-01-01,2099-12-31
ACC0195,CUS-000195,FA-000195,Global,2022-01-01,2099-12-31
ACC0196,CUS-000196,FA-000196,Global,2022-01-01,2099-12-31
ACC0197,CUS-000197,FA-000197,Global,2022-01-01,2099-12-31
ACC0198,CUS-000198,FA-000198,Global,2022-01-01,2099-12-31
ACC0199,CUS-000199,FA-000199,Global,2022-01-01,2099-12-31
ACC0200,CUS-000200,FA-000200,Global,2022-01-01,2099-12-31
ACC0201,CUS-000201,FA-000201,Global,2022-01-01,2099-12-31
ACC0202,CUS-000202,FA-000202,Global,2022-01-01,2099-12-31
ACC0203,CUS-000203,FA-000203,Global,2022-01-01,2099-12-31
ACC0204,CUS-000204,FA-000204,Global,2022-01-01,2099-12-31
ACC0205,CUS-000205,FA-000205,Global,2022-01-01,2099-12-31
ACC0206,CUS-000206,FA-000206,Global,2022-01-01,2099-12-31
ACC0207,CUS-000207,FA-000207,Global,2022-01-01,2099-12-31
ACC0208,CUS-000208,FA-000208,Global,2022-01-01,2099-12-31
ACC0209,CUS-000209,FA-000209,Global,2022-01-01,2099-12-31
ACC0210,CUS-000210,FA-000210,Global,2022-01-01,2099-12-31
ACC0211,CUS-000211,FA-000211,Global,2022-01-01,2099-12-31
ACC0212,CUS-000212,FA-000212,Global,2022-01-01,2099-12-31
ACC0213,CUS-000213,FA-000213,Global,2022-01-01,2099-12-31
ACC0214,CUS-000214,FA-000214,Global,2022-01-01,2099-12-31
ACC0215,CUS-000215,FA-000215,Global,2022-01-01,2099-12-31
ACC0216,CUS-000216,FA-000216,Global,2022-01-01,2099-12-31
ACC0217,CUS-000217,FA-000217,Global,2022-01-01,2099-12-31
ACC0218,CUS-000218,FA-000218,Global,2022-01-01,2099-12-31
ACC0219,CUS-000219,FA-000219,Global,2022-01-01,2099-12-31
ACC0220,CUS-000220,FA-000220,Global,2022-01-01,2099-12-31
ACC0221,CUS-000221,FA-000221,Global,2022-01-01,2099-12-31
ACC0222,CUS-000222,FA-000222,Global,2022-01-01,2099-12-31
ACC0223,CUS-000223,FA-000223,Global,2022-01-01,2099-12-31
ACC0224,CUS-000224,FA-000224,Global,2022-01-01,2099-12-31
ACC0225,CUS-000225,FA-000225,Global,2022-01-01,2099-12-31
ACC0226,CUS-000226,FA-000226,Global,2022-01-01,2099-12-31
ACC0227,CUS-000227,FA-000227,Global,2022-01-01,2099-12-31
ACC0228,CUS-000228,FA-000228,Global,2022-01-01,2099-12-31
ACC0229,CUS-000229,FA-000229,Global,2022-01-01,2099-12-31
ACC0230,CUS-000230,FA-000230,Global,2022-01-01,2099-12-31
ACC0231,CUS-000231,FA-000231,Global,2022-01-01,2099-12-31
ACC0232,CUS-000232,FA-000232,Global,2022-01-01,2099-12-31
ACC0233,CUS-000233,FA-000233,Global,2022-01-01,2099-12-31
ACC0234,CUS-000234,FA-000234,Global,2022-01-01,2099-12-31
ACC0235,CUS-000235,FA-000235,Global,2022-01-01,2099-12-31
ACC0236,CUS-000236,FA-000236,Global,2022-01-01,2099-12-31
ACC0237,CUS-000237,FA-000237,Global,2022-01-01,2099-12-31
ACC0238,CUS-000238,FA-000238,Global,2022-01-01,2099-12-31
ACC0239,CUS-000239,FA-000239,Global,2022-01-01,2099-12-31
ACC0240,CUS-000240,FA-000240,Global,2022-01-01,2099-12-31
ACC0241,CUS-000241,FA-000241,Global,2022-01-01,2099-12-31
ACC0242,CUS-000242,FA-000242,Global,2022-01-01,2099-12-31
ACC0243,CUS-000243,FA-000243,Global,2022-01-01,2099-12-31
ACC0244,CUS-000244,FA-000244,Global,2022-01-01,2099-12-31
ACC0245,CUS-000245,FA-000245,Global,2022-01-01,2099-12-31
ACC0246,CUS-000246,FA-000246,Global,2022-01-01,2099-12-31
ACC0247,CUS-000247,FA-000247,Global,2022-01-01,2099-12-31
ACC0248,CUS-000248,FA-000248,Global,2022-01-01,2099-12-31
ACC0249,CUS-000249,FA-000249,Global,2022-01-01,2099-12-31
ACC0250,CUS-000250,FA-000250,Global,2022-01-01,2099-12-31
ACC0251,CUS-000251,FA-000251,Global,2022-01-01,2099-12-31
ACC0252,CUS-000252,FA-000252,Global,2022-01-01,2099-12-31
ACC0253,CUS-000253,FA-000253,Global,2022-01-01,2099-12-31
ACC0254,CUS-000254,FA-000254,Global,2022-01-01,2099-12-31
ACC0255,CUS-000255,FA-000255,Global,2022-01-01,2099-12-31
ACC0256,CUS-000256,FA-000256,Global,2022-01-01,2099-12-31
ACC0257,CUS-000257,FA-000257,Global,2022-01-01,2099-12-31
ACC0258,CUS-000258,FA-000258,Global,2022-01-01,2099-12-31
ACC0259,CUS-000259,FA-000259,Global,2022-01-01,2099-12-31
ACC0260,CUS-000260,FA-000260,Global,2022-01-01,2099-12-31
ACC0261,CUS-000261,FA-000261,Global,2022-01-01,2099-12-31
ACC0262,CUS-000262,FA-000262,Global,2022-01-01,2099-12-31
ACC0263,CUS-000263,FA-000263,Global,2022-01-01,2099-12-31
ACC0264,CUS-000264,FA-000264,Global,2022-01-01,2099-12-31
ACC0265,CUS-000265,FA-000265,Global,2022-01-01,2099-12-31
ACC0266,CUS-000266,FA-000266,Global,2022-01-01,2099-12-31
ACC0267,CUS-000267,FA-000267,Global,2022-01-01,2099-12-31
ACC0268,CUS-000268,FA-000268,Global,2022-01-01,2099-12-31
ACC0269,CUS-000269,FA-000269,Global,2022-01-01,2099-12-31
ACC0270,CUS-000270,FA-000270,Global,2022-01-01,2099-12-31
ACC0271,CUS-000271,FA-000271,Global,2022-01-01,2099-12-31
ACC0272,CUS-000272,FA-000272,Global,2022-01-01,2099-12-31
ACC0273,CUS-000273,FA-000273,Global,2022-01-01,2099-12-31
ACC0274,CUS-000274,FA-000274,Global,2022-01-01,2099-12-31
ACC0275,CUS-000275,FA-000275,Global,2022-01-01,2099-12-31
ACC0276,CUS-000276,FA-000276,Global,2022-01-01,2099-12-31
ACC0277,CUS-000277,FA-000277,Global,2022-01-01,2099-12-31
ACC0278,CUS-000278,FA-000278,Global,2022-01-01,2099-12-31
ACC0279,CUS-000279,FA-000279,Global,2022-01-01,2099-12-31
ACC0280,CUS-000280,FA-000280,Global,2022-01-01,2099-12-31
ACC0281,CUS-000281,FA-000281,Global,2022-01-01,2099-12-31
ACC0282,CUS-000282,FA-000282,Global,2022-01-01,2099-12-31
ACC0283,CUS-000283,FA-000283,Global,2022-01-01,2099-12-31
ACC0284,CUS-000284,FA-000284,Global,2022-01-01,2099-12-31
ACC0285,CUS-000285,FA-000285,Global,2022-01-01,2099-12-31
ACC0286,CUS-000286,FA-000286,Global,2022-01-01,2099-12-31
ACC0287,CUS-000287,FA-000287,Global,2022-01-01,2099-12-31
ACC0288,CUS-000288,FA-000288,Global,2022-01-01,2099-12-31
ACC0289,CUS-000289,FA-000289,Global,2022-01-01,2099-12-31
ACC0290,CUS-000290,FA-000290,Global,2022-01-01,2099-12-31
ACC0291,CUS-000291,FA-000291,Global,2022-01-01,2099-12-31
ACC0292,CUS-000292,FA-000292,Global,2022-01-01,2099-12-31
ACC0293,CUS-000293,FA-000293,Global,2022-01-01,2099-12-31
ACC0294,CUS-000294,FA-000294,Global,2022-01-01,2099-12-31
ACC0295,CUS-000295,FA-000295,Global,2022-01-01,2099-12-31
ACC0296,CUS-000296,FA-000296,Global,2022-01-01,2099-12-31
ACC0297,CUS-000297,FA-000297,Global,2022-01-01,2099-12-31
ACC0298,CUS-000298,FA-000298,Global,2022-01-01,2099-12-31
ACC0299,CUS-000299,FA-000299,Global,2022-01-01,2099-12-31
ACC0300,CUS-000300,FA-000300,Global,2022-01-01,2099-12-31
ACC0301,CUS-000301,FA-000301,Global,2022-01-01,2099-12-31
ACC0302,CUS-000302,FA-000302,Global,2022-01-01,2099-12-31
ACC0303,CUS-000303,FA-000303,Global,2022-01-01,2099-12-31
ACC0304,CUS-000304,FA-000304,Global,2022-01-01,2099-12-31
ACC0305,CUS-000305,FA-000305,Global,2022-01-01,2099-12-31
ACC0306,CUS-000306,FA-000306,Global,2022-01-01,2099-12-31
ACC0307,CUS-000307,FA-000307,Global,2022-01-01,2099-12-31
ACC0308,CUS-000308,FA-000308,Global,2022-01-01,2099-12-31
ACC0309,CUS-000309,FA-000309,Global,2022-01-01,2099-12-31
ACC0310,CUS-000310,FA-000310,Global,2022-01-01,2099-12-31
ACC0311,CUS-000311,FA-000311,Global,2022-01-01,2099-12-31
ACC0312,CUS-000312,FA-000312,Global,2022-01-01,2099-12-31
ACC0313,CUS-000313,FA-000313,Global,2022-01-01,2099-12-31
ACC0314,CUS-000314,FA-000314,Global,2022-01-01,2099-12-31
ACC0315,CUS-000315,FA-000315,Global,2022-01-01,2099-12-31
ACC0316,CUS-000316,FA-000316,Global,2022-01-01,2099-12-31
ACC0317,CUS-000317,FA-000317,Global,2022-01-01,2099-12-31
ACC0318,CUS-000318,FA-000318,Global,2022-01-01,2099-12-31
ACC0319,CUS-000319,FA-000319,Global,2022-01-01,2099-12-31
ACC0320,CUS-000320,FA-000320,Global,2022-01-01,2099-12-31
ACC0321,CUS-000321,FA-000321,Global,2022-01-01,2099-12-31
ACC0322,CUS-000322,FA-000322,Global,2022-01-01,2099-12-31
ACC0323,CUS-000323,FA-000323,Global,2022-01-01,2099-12-31
ACC0324,CUS-000324,FA-000324,Global,2022-01-01,2099-12-31
ACC0325,CUS-000325,FA-000325,Global,2022-01-01,2099-12-31
ACC0326,CUS-000326,FA-000326,Global,2022-01-01,2099-12-31
ACC0327,CUS-000327,FA-000327,Global,2022-01-01,2099-12-31
ACC0328,CUS-000328,FA-000328,Global,2022-01-01,2099-12-31
ACC0329,CUS-000329,FA-000329,Global,2022-01-01,2099-12-31
ACC0330,CUS-000330,FA-000330,Global,2022-01-01,2099-12-31
ACC0331,CUS-000331,FA-000331,Global,2022-01-01,2099-12-31
ACC0332,CUS-000332,FA-000332,Global,2022-01-01,2099-12-31
ACC0333,CUS-000333,FA-000333,Global,2022-01-01,2099-12-31
ACC0334,CUS-000334,FA-000334,Global,2022-01-01,2099-12-31
ACC0335,CUS-000335,FA-000335,Global,2022-01-01,2099-12-31
ACC0336,CUS-000336,FA-000336,Global,2022-01-01,2099-12-31
ACC0337,CUS-000337,FA-000337,Global,2022-01-01,2099-12-31
ACC0338,CUS-000338,FA-000338,Global,2022-01-01,2099-12-31
ACC0339,CUS-000339,FA-000339,Global,2022-01-01,2099-12-31
ACC0340,CUS-000340,FA-000340,Global,2022-01-01,2099-12-31
ACC0341,CUS-000341,FA-000341,Global,2022-01-01,2099-12-31
ACC0342,CUS-000342,FA-000342,Global,2022-01-01,2099-12-31
ACC0343,CUS-000343,FA-000343,Global,2022-01-01,2099-12-31
ACC0344,CUS-000344,FA-000344,Global,2022-01-01,2099-12-31
ACC0345,CUS-000345,FA-000345,Global,2022-01-01,2099-12-31
ACC0346,CUS-000346,FA-000346,Global,2022-01-01,2099-12-31
ACC0347,CUS-000347,FA-000347,Global,2022-01-01,2099-12-31
ACC0348,CUS-000348,FA-000348,Global,2022-01-01,2099-12-31
ACC0349,CUS-000349,FA-000349,Global,2022-01-01,2099-12-31
ACC0350,CUS-000350,FA-000350,Global,2022-01-01,2099-12-31
ACC0351,CUS-000351,FA-000351,Global,2022-01-01,2099-12-31
ACC0352,CUS-000352,FA-000352,Global,2022-01-01,2099-12-31
ACC0353,CUS-000353,FA-000353,Global,2022-01-01,2099-12-31
ACC0354,CUS-000354,FA-000354,Global,2022-01-01,2099-12-31
ACC0355,CUS-000355,FA-000355,Global,2022-01-01,2099-12-31
ACC0356,CUS-000356,FA-000356,Global,2022-01-01,2099-12-31
ACC0357,CUS-000357,FA-000357,Global,2022-01-01,2099-12-31
ACC0358,CUS-000358,FA-000358,Global,2022-01-01,2099-12-31
ACC0359,CUS-000359,FA-000359,Global,2022-01-01,2099-12-31
ACC0360,CUS-000360,FA-000360,Global,2022-01-01,2099-12-31
ACC0361,CUS-000361,FA-000361,Global,2022-01-01,2099-12-31
ACC0362,CUS-000362,FA-000362,Global,2022-01-01,2099-12-31
ACC0363,CUS-000363,FA-000363,Global,2022-01-01,2099-12-31
ACC0364,CUS-000364,FA-000364,Global,2022-01-01,2099-12-31
ACC0365,CUS-000365,FA-000365,Global,2022-01-01,2099-12-31
ACC0366,CUS-000366,FA-000366,Global,2022-01-01,2099-12-31
ACC0367,CUS-000367,FA-000367,Global,2022-01-01,2099-12-31
ACC0368,CUS-000368,FA-000368,Global,2022-01-01,2099-12-31
ACC0369,CUS-000369,FA-000369,Global,2022-01-01,2099-12-31
ACC0370,CUS-000370,FA-000370,Global,2022-01-01,2099-12-31
ACC0371,CUS-000371,FA-000371,Global,2022-01-01,2099-12-31
ACC0372,CUS-000372,FA-000372,Global,2022-01-01,2099-12-31
ACC0373,CUS-000373,FA-000373,Global,2022-01-01,2099-12-31
ACC0374,CUS-000374,FA-000374,Global,2022-01-01,2099-12-31
ACC0375,CUS-000375,FA-000375,Global,2022-01-01,2099-12-31
ACC0376,CUS-000376,FA-000376,Global,2022-01-01,2099-12-31
ACC0377,CUS-000377,FA-000377,Global,2022-01-01,2099-12-31
ACC0378,CUS-000378,FA-000378,Global,2022-01-01,2099-12-31
ACC0379,CUS-000379,FA-000379,Global,2022-01-01,2099-12-31
ACC0380,CUS-000380,FA-000380,Global,2022-01-01,2099-12-31
ACC0381,CUS-000381,FA-000381,Global,2022-01-01,2099-12-31
ACC0382,CUS-000382,FA-000382,Global,2022-01-01,2099-12-31
ACC0383,CUS-000383,FA-000383,Global,2022-01-01,2099-12-31
ACC0384,CUS-000384,FA-000384,Global,2022-01-01,2099-12-31
ACC0385,CUS-000385,FA-000385,Global,2022-01-01,2099-12-31
ACC0386,CUS-000386,FA-000386,Global,2022-01-01,2099-12-31
ACC0387,CUS-000387,FA-000387,Global,2022-01-01,2099-12-31
