TransactionID,TransactionDate,Amount,Currency,Country,Description,fa_key
DB06EA7C1DC9CB5A,2026-06-05,91305.25,CAD,FR,Processing charge,FA-001140
1A1E73447CB99C24,2026-06-08,88028.16,CHF,IN,Refund - disputed txn,FA-000027
F2A774BB246A0349,2026-06-09,36479.4,AUD,AU,Revenue recognition,FA-003109
EFA9886EAD776A13,2026-06-07,22508.34,JPY,SG,Commission - trade,FA-000654
A57EEDDC833A6151,2026-06-18,96168.49,EUR,US,Insurance premium,FA-002860
934BBA3B709813D1,2026-06-29,13341.51,JPY,US,Deposit interest,FA-001732
39978C5A31138379,2026-06-19,43032.16,EUR,AU,Deposit interest,FA-001394
9ACF464A574A485A,2026-06-17,30949.21,CAD,GB,Loan disbursement,FA-001139
75F72164E7A82CC3,2026-06-17,30607.54,CAD,GB,Refund - disputed txn,FA-000637
E3A53622A58796B3,2026-06-09,47250.5,JPY,JP,FX settlement,FA-000882
4BD549C0F06A274D,2026-06-07,20939.83,JPY,IN,Dividend payout,FA-003128
0668BC97412BF9FF,2026-06-25,65975.22,CAD,FR,Processing charge,FA-001379
F90058747E1FBDD9,2026-06-19,20079.23,EUR,AU,Advisory fee,FA-000419
58A8DB2CDBBF5CB3,2026-06-11,46885.34,CAD,JP,Capital injection,FA-000380
3F49E2A6CCD0F59F,2026-06-17,87319.91,CHF,CA,Tax withholding,FA-001557
451118128D97A31A,2026-06-27,27758.53,CAD,DE,Capital injection,FA-000397
1A58BD6090D03643,2026-06-22,76800.34,CAD,HK,Deposit interest,FA-001471
C95ED2C3209DC8F5,2026-06-11,92852.78,INR,FR,Refund - disputed txn,FA-001409
2F3EC0EF1F0DD307,2026-06-07,20642.46,AUD,SG,Commission - trade,FA-002473
12EB1C179B53FC54,2026-06-04,94494.25,USD,US,Subscription renewal,FA-001084
C6D5FD6D4F1A67F4,2026-06-21,89742.49,USD,DE,Advisory fee,FA-000178
20827093B49D6282,2026-06-26,81050.13,GBP,JP,Commission - trade,FA-002989
C0365D90007B268C,2026-06-24,52567.41,GBP,GB,Service fee - monthly,FA-001882
5361F76E7DC07E45,2026-06-18,36621.35,EUR,AU,Tax withholding,FA-002197
BD332F3116E132A5,2026-06-15,66868.13,JPY,DE,Capital injection,FA-000512
6A9E0E603220C259,2026-06-16,85781.42,INR,HK,Asset purchase,FA-001551
6F747BA85F25DC71,2026-06-28,34302.92,JPY,GB,Dividend payout,FA-000323
6081FD1B2578FFF2,2026-06-27,94129.91,INR,DE,Advisory fee,FA-002262
C3B8C98088BF22AA,2026-06-28,61855.99,GBP,CA,Revenue recognition,FA-001201
630F668675B41BA3,2026-06-24,61349.8,EUR,US,Consulting fee,FA-002575
272FFF6269353F26,2026-06-24,73990.79,GBP,FR,Insurance premium,FA-002534
245A88C937D892EC,2026-06-24,34203.24,JPY,US,Subscription renewal,FA-001482
D4A62BD7481BFD3D,2026-06-16,83686.4,AUD,CH,Interest income - Q1,FA-002365
AD4B4486DF11C379,2026-06-22,26648.58,CAD,CA,Revenue recognition,FA-000788
D68E699CF91C5AE6,2026-06-13,71856.35,USD,JP,Insurance premium,FA-002886
D98FDACA090F1ECB,2026-06-28,89104.48,CHF,HK,Dividend payout,FA-000285
5F4C5BAC28DABCC2,2026-06-16,85678.11,CHF,JP,Revenue recognition,FA-000188
8CF54E169AC3D757,2026-06-12,75500.85,GBP,JP,Service fee - monthly,FA-002709
19EB8C86B319E64B,2026-06-18,35444.23,GBP,CH,Commission - trade,FA-000934
DBEC9F53D32F03B3,2026-06-29,22660.46,INR,DE,Service fee - monthly,FA-003167
4FD778F32869E64C,2026-06-12,80361.46,JPY,CH,Dividend payout,FA-001186
5E381B5DBC91EFB8,2026-06-04,80743.82,INR,JP,Vendor payment,FA-000327
D34D7791F07AE7B1,2026-06-12,6634.67,JPY,SG,Processing charge,FA-000954
FBB7BFF378A59EF2,2026-06-18,98018.86,CHF,US,Revenue recognition,FA-000414
0C9C11623FCFD0EB,2026-06-11,9001.57,AUD,SG,Subscription renewal,FA-001557
C67D242641435A17,2026-06-04,52433.82,USD,SG,Interest income - Q1,FA-001139
F052F8060E9DF392,2026-06-07,97578.88,EUR,HK,FX settlement,FA-001858
99EBE22D008FFC44,2026-06-12,68334.22,GBP,GB,Tax withholding,FA-002604
32957ADCFA132F7C,2026-06-02,35895.95,CAD,HK,Asset purchase,FA-001495
18A5898683573F66,2026-06-03,49097.0,CAD,GB,Capital injection,FA-000667
894FCCB80F49E8AB,2026-06-18,2893.49,JPY,CH,Deposit interest,FA-001517
58DA68D8A037235B,2026-06-16,20752.81,USD,US,Subscription renewal,FA-001456
3BE03DDFFD5D023A,2026-06-29,92224.64,JPY,FR,Processing charge,FA-000859
60D6D3C40B0C2B11,2026-06-06,90230.59,CAD,GB,Loan disbursement,FA-002746
82BFBB44D4C6E31D,2026-06-07,12798.66,USD,AU,Tax withholding,FA-001094
13D2CC397290EC33,2026-06-11,4471.37,USD,DE,Capital injection,FA-002875
D427E06F83A5B07D,2026-06-20,52902.28,GBP,DE,Vendor payment,FA-002800
F0A6892E521369DC,2026-06-04,85713.74,USD,SG,Vendor payment,FA-002655
1AEEA497BA95F7E2,2026-06-18,87955.61,INR,DE,Refund - disputed txn,FA-000293
A2FFE50C27B836D5,2026-06-13,42171.53,AUD,AU,Insurance premium,FA-002496
76556B3333DA9E8C,2026-06-14,37543.81,JPY,FR,Subscription renewal,FA-002601
21A4DC903826827B,2026-06-13,56781.98,GBP,IN,Asset purchase,FA-000701
CA9C253BC79C8A01,2026-06-03,8666.35,USD,US,Capital injection,FA-002188
D5E323D5E9D7B418,2026-06-29,88067.2,GBP,CH,Commission - trade,FA-002987
89287FBEFA27C266,2026-06-06,76736.33,CHF,AU,Asset purchase,FA-001003
9707A551529AE1EF,2026-06-07,96160.39,CHF,IN,Wire transfer - client,FA-000670
5F799F548FE052AB,2026-06-09,44947.76,AUD,JP,Interest income - Q1,FA-001894
4FAA50DE094376B4,2026-06-13,33629.59,AUD,CH,Capital injection,FA-001555
2543417ACEDE02C3,2026-06-06,37401.12,GBP,SG,Advisory fee,FA-001106
CD00CD92AD7DC11B,2026-06-07,91807.5,EUR,DE,Wire transfer - client,FA-002622
B16A3B6A3DB7B7B9,2026-06-28,6220.45,GBP,CA,Service fee - monthly,FA-002819
1F4E931C3DC36D46,2026-06-21,28611.48,AUD,IN,Dividend payout,FA-002282
B8AF4C115B9D1CB0,2026-06-24,67481.99,CHF,SG,Dividend payout,FA-000900
B9F9B55C5478B32B,2026-06-14,46547.52,CAD,JP,Subscription renewal,FA-002805
7E72C6025FA60CA2,2026-06-19,94608.74,INR,GB,Service fee - monthly,FA-001329
625064F837B6F2F0,2026-06-04,6783.85,CHF,AU,Revenue recognition,FA-003148
43FC6042AA6124BC,2026-06-28,12900.41,CAD,GB,Service fee - monthly,FA-003179
76353D5EFC895325,2026-06-21,57269.7,INR,SG,Revenue recognition,FA-000230
3D77081C9179EF47,2026-06-25,19398.66,JPY,DE,Dividend payout,FA-000939
D03A5D7245F98DAF,2026-06-20,60547.03,JPY,US,Deposit interest,FA-000132
8836BD4340A65CF7,2026-06-13,55570.35,CAD,JP,Commission - trade,FA-001293
E73949500572D606,2026-06-11,39613.82,CHF,SG,Interest income - Q1,FA-001644
A5C08BB7E212B155,2026-06-03,41322.5,EUR,AU,Subscription renewal,FA-001097
88A62DD71E43A80D,2026-06-08,47920.98,USD,FR,Advisory fee,FA-000272
FF256A6840B61303,2026-06-16,814.51,EUR,SG,Dividend payout,FA-000865
8D620A9456DC43E6,2026-06-21,28609.35,USD,AU,Revenue recognition,FA-002324
FAC3161E3CB4B394,2026-06-15,5531.26,INR,SG,Processing charge,FA-002941
300DD3F65F92784F,2026-06-28,93787.8,EUR,SG,Commission - trade,FA-001289
ED9DFE46920336E1,2026-06-14,65396.58,JPY,US,Commission - trade,FA-000871
44EEC3EBA0E7013D,2026-06-19,69521.67,JPY,IN,Service fee - monthly,FA-002685
B7B21A07D6F901C4,2026-06-10,71914.48,INR,IN,Service fee - monthly,FA-002045
AF3BCF09D8BCBB41,2026-06-12,45679.67,CAD,CA,Loan disbursement,FA-001621
5EB85A695FC2AEA6,2026-06-14,8735.82,JPY,DE,Capital injection,FA-002634
EA78AE5EF25ABD9F,2026-06-26,20660.49,AUD,GB,Consulting fee,FA-001880
EF88948FBAC75D5E,2026-06-17,65722.84,AUD,FR,Asset purchase,FA-000586
56C1A7DE30C8121F,2026-06-08,75603.72,JPY,FR,Vendor payment,FA-001085
AF3043DA171FA095,2026-06-12,20923.79,AUD,SG,Asset purchase,FA-000572
EA9AF7547CCC69EF,2026-06-22,49081.33,USD,CH,Interest income - Q1,FA-001011
FC1413DA1659758B,2026-06-15,21733.66,AUD,GB,Service fee - monthly,FA-003052
A9A081249C8B4182,2026-06-15,29409.32,GBP,US,Refund - disputed txn,FA-002300
96AF1736BA2643D9,2026-06-16,22950.15,CAD,GB,Commission - trade,FA-002208
22F907C6BE58606B,2026-06-03,6610.95,JPY,HK,Dividend payout,FA-001077
783E20123A887FA9,2026-06-04,56010.13,INR,FR,FX settlement,FA-003060
4B65808484C5373A,2026-06-16,47925.08,EUR,DE,Subscription renewal,FA-002395
8AD1AD2C7F12A6AF,2026-06-27,26320.34,USD,CH,Interest income - Q1,FA-001755
DC0AE69DB29CEAC2,2026-06-20,52173.2,CAD,GB,Consulting fee,FA-002391
968BCC044AF5D9ED,2026-06-16,51192.34,AUD,SG,Vendor payment,FA-001636
E9A971758A444485,2026-06-29,32483.69,INR,SG,Deposit interest,FA-001483
54D8646ACE2C4A58,2026-06-11,20525.8,CAD,SG,Payroll disbursement,FA-000899
2BEA3CD2A7374982,2026-06-20,7297.75,EUR,CH,Vendor payment,FA-000567
F03EE7F949306F97,2026-06-13,31382.57,GBP,DE,Commission - trade,FA-002088
5C0D484CEA3E9059,2026-06-09,28490.11,INR,FR,Advisory fee,FA-002022
9948D2853CD39F1B,2026-06-09,80973.27,EUR,GB,Advisory fee,FA-000373
D37223134996311B,2026-06-15,15123.36,AUD,SG,Subscription renewal,FA-003096
0C3A6E50867321DA,2026-06-06,78827.4,INR,FR,Capital injection,FA-000193
54BE6EFA9A1B0950,2026-06-14,72444.71,AUD,GB,Consulting fee,FA-000450
435F72DA9CDF5C1E,2026-06-03,61582.84,USD,IN,Wire transfer - client,FA-000627
84226D2621D99CDD,2026-06-24,17676.62,CAD,CH,Loan disbursement,FA-002571
3C3B11D217CB2E30,2026-06-28,17262.1,JPY,CA,Service fee - monthly,FA-000656
8E627D395C77BB29,2026-06-02,6800.63,AUD,DE,Service fee - monthly,FA-002788
487C8BE7A8C9D64E,2026-06-06,50364.44,CAD,DE,Interest income - Q1,FA-001730
395496655306A2DC,2026-06-24,14070.39,JPY,CH,Advisory fee,FA-002443
2EE46B532F32A155,2026-06-30,38716.64,AUD,GB,Revenue recognition,FA-000261
4D80FD154801B808,2026-06-21,52156.47,USD,AU,Subscription renewal,FA-001577
59555C9EC68A8B8F,2026-06-05,93300.53,AUD,JP,Insurance premium,FA-001564
BA2C394300263CE6,2026-06-19,25589.02,INR,US,Wire transfer - client,FA-002441
20BC3E2A1AC5B57F,2026-06-19,55900.44,CHF,HK,Capital injection,FA-001918
8AD9ACC3D64F4FF0,2026-06-19,30103.91,JPY,GB,FX settlement,FA-002168
8D3F72185B65127E,2026-06-03,77518.33,USD,CH,Subscription renewal,FA-001030
D270F13E7F96D492,2026-06-06,59837.82,AUD,GB,Commission - trade,FA-002267
1C0871FCAF022F5A,2026-06-27,70027.74,EUR,US,Loan disbursement,FA-000048
E509F9D326F1998D,2026-06-10,13947.6,CAD,SG,Processing charge,FA-002787
2C873465277F4AD6,2026-06-30,23588.76,JPY,HK,Capital injection,FA-002953
37B00E2F2B455376,2026-06-30,64466.03,JPY,FR,Tax withholding,FA-000470
A5650DC6D7FCD7DB,2026-06-23,42292.18,CHF,SG,Loan disbursement,FA-002793
0CF67F2E39FEB6CA,2026-06-23,34361.66,CHF,JP,Service fee - monthly,FA-002200
1CF32ADB4689E3CB,2026-06-02,45549.3,JPY,CA,Insurance premium,FA-003076
056AC7EEE935974A,2026-06-02,81691.14,JPY,CH,Processing charge,FA-001093
033D3001C8EF0DBC,2026-06-26,30689.49,USD,AU,Asset purchase,FA-003149
3A413F8583A1AF02,2026-06-24,73127.83,GBP,HK,Refund - disputed txn,FA-002626
A6E321E4881FDD03,2026-06-25,77056.14,JPY,DE,Commission - trade,FA-001394
C58D8879C512C840,2026-06-30,62071.54,EUR,GB,Loan disbursement,FA-000457
22D87EA0DC6CC629,2026-06-16,77368.22,EUR,FR,Tax withholding,FA-001203
8755E0390A55B057,2026-06-05,84317.09,EUR,SG,FX settlement,FA-001781
788C1CCA38601FAF,2026-06-23,25902.05,AUD,DE,Processing charge,FA-000648
56181440F5BDE9D5,2026-06-04,97465.47,CHF,JP,Commission - trade,FA-001859
23C34D88DC89B484,2026-06-29,40424.21,USD,IN,Consulting fee,FA-000014
15B21F0E0C612FE3,2026-06-11,16920.97,EUR,HK,Service fee - monthly,FA-002958
7B2BDA36AE9BD736,2026-06-20,66720.87,INR,CA,Refund - disputed txn,FA-002948
569E43D16A7F6342,2026-06-06,81462.36,EUR,HK,Advisory fee,FA-001079
20FBBA23F9ABD013,2026-06-05,14783.91,EUR,JP,Capital injection,FA-002051
F684AD263AF37400,2026-06-15,15944.49,USD,AU,Payroll disbursement,FA-003121
46E2460C895A7B47,2026-06-13,27036.72,CAD,FR,Insurance premium,FA-000732
E0373F8E1B8B4ACB,2026-06-01,6390.42,EUR,FR,Refund - disputed txn,FA-002080
43FED9EEAF0F5B89,2026-06-01,48153.34,GBP,GB,Refund - disputed txn,FA-000436
B6B436D991733057,2026-06-08,53294.82,CAD,FR,Consulting fee,FA-002562
F01926078B1F8B33,2026-06-12,9775.84,JPY,US,Asset purchase,FA-001223
6FAEE1E9149BF374,2026-06-06,65763.32,USD,AU,Deposit interest,FA-002618
CE18390BEC82BF9A,2026-06-07,17289.44,GBP,FR,Interest income - Q1,FA-002080
B3327A321E3AE4A2,2026-06-03,83377.77,GBP,AU,Subscription renewal,FA-002495
058AE1C3213D488A,2026-06-29,93211.1,CHF,AU,Loan disbursement,FA-000815
D9A372D759ECD34C,2026-06-15,92731.1,EUR,DE,Interest income - Q1,FA-000627
3BF17E9B28832E89,2026-06-29,7509.8,EUR,JP,Payroll disbursement,FA-001532
845226D3C3A891B8,2026-06-24,76037.19,CAD,DE,Processing charge,FA-003124
F5000A0C05CC913F,2026-06-04,43953.57,CHF,US,Revenue recognition,FA-000662
02561EAC41D9977E,2026-06-03,15142.52,JPY,CA,Revenue recognition,FA-002210
C578700AE6A1B426,2026-06-04,23656.36,GBP,IN,Payroll disbursement,FA-003190
35A5DC60BA036D89,2026-06-26,99873.23,GBP,DE,Wire transfer - client,FA-002173
0CED48EEB4BFA87E,2026-06-08,51614.25,AUD,FR,Payroll disbursement,FA-000003
A63A26AB8AA440EC,2026-06-05,36888.46,AUD,FR,Commission - trade,FA-002454
4C1DD4F65CCD063A,2026-06-11,54392.03,GBP,IN,Deposit interest,FA-001328
FE0166449D8ECB58,2026-06-17,51922.3,JPY,JP,FX settlement,FA-002002
7D0B0A0D3E3C5D45,2026-06-23,12305.7,INR,DE,Commission - trade,FA-000080
1B77E10F31A72AF0,2026-06-14,85495.02,EUR,GB,Revenue recognition,FA-000459
C7FF1FDCB80E30C9,2026-06-11,77884.66,EUR,CA,FX settlement,FA-001487
D80B5A7BD9FEEEA6,2026-06-20,79228.25,GBP,US,Wire transfer - client,FA-001260
4118C48367D9C62B,2026-06-07,60695.57,GBP,GB,Advisory fee,FA-000981
7561EBD486BDAC57,2026-06-13,42923.66,USD,CA,Commission - trade,FA-000238
12C003F836E1D027,2026-06-11,94035.95,INR,GB,Loan disbursement,FA-000987
C4506861A7CA2384,2026-06-24,96315.63,EUR,FR,Refund - disputed txn,FA-002324
E087347A8E2035B0,2026-06-22,37118.86,USD,SG,Interest income - Q1,FA-000323
8F9149EB74C699F6,2026-06-20,57313.68,AUD,HK,Refund - disputed txn,FA-000351
DACBACD182C9A929,2026-06-10,2225.19,JPY,SG,Revenue recognition,FA-002998
CDFE1DC3CC69F090,2026-06-18,47349.98,AUD,HK,Commission - trade,FA-001991
76EA238F395AEAE8,2026-06-22,89715.97,USD,IN,Service fee - monthly,FA-000284
EFE12B958D295A64,2026-06-26,55105.78,AUD,JP,Consulting fee,FA-003116
AE38C1DECC55E1DC,2026-06-13,54192.12,INR,SG,Refund - disputed txn,FA-002182
D4EDD2C0A89E6F1F,2026-06-13,50439.04,EUR,GB,Deposit interest,FA-003137
D5FD0189449D57CD,2026-06-17,19670.17,CAD,HK,Consulting fee,FA-000516
A05A4E7960FEBC62,2026-06-05,34520.25,EUR,AU,Tax withholding,FA-000526
EEF9E1C0EA4F3712,2026-06-30,31488.28,GBP,FR,Dividend payout,FA-002703
E67E73FEA12636DF,2026-06-11,13322.26,CAD,CA,Asset purchase,FA-001947
F637E849B290D40D,2026-06-14,27611.36,USD,FR,Insurance premium,FA-002252
3417127CA220217D,2026-06-18,82748.72,EUR,HK,Deposit interest,FA-000677
4E695DCA7CD3D318,2026-06-18,68184.34,CHF,CH,Service fee - monthly,FA-001086
597B7B8A6E170D7E,2026-06-17,78009.82,GBP,US,Dividend payout,FA-002162
C62A235A16D5C871,2026-06-09,40552.57,GBP,GB,Payroll disbursement,FA-002485
AE19567909C46948,2026-06-01,95312.43,GBP,US,Capital injection,FA-001734
CFB3D6BB4FA49D98,2026-06-03,64761.7,JPY,JP,Insurance premium,FA-000868
A8FC0A1E38778F2E,2026-06-15,27562.24,EUR,SG,Wire transfer - client,FA-002209
BA7978D967DD283F,2026-06-02,79072.96,CHF,HK,Payroll disbursement,FA-003094
0AAC5BEADC6B570A,2026-06-06,28031.47,GBP,JP,Dividend payout,FA-002990
428762D923FABDCD,2026-06-08,86641.72,INR,CA,Asset purchase,FA-002826
E521A585F7E52969,2026-06-28,69489.61,CHF,CA,Revenue recognition,FA-000824
C53F8865F746D59C,2026-06-25,68041.62,JPY,FR,Service fee - monthly,FA-002921
3A1A89E17708B940,2026-06-27,36485.58,AUD,IN,Wire transfer - client,FA-001277
57551B5ED7D836D0,2026-06-20,26648.6,GBP,HK,Commission - trade,FA-001635
4C1C268FB889DC05,2026-06-08,84484.9,CHF,CH,Loan disbursement,FA-002752
EE8EC6FD96C84D2B,2026-06-17,33794.47,JPY,CA,Capital injection,FA-002662
B65DCD484911BF0E,2026-06-01,88259.87,USD,DE,Refund - disputed txn,FA-001530
53A3F2EEDCD10503,2026-06-21,42625.29,GBP,HK,Commission - trade,FA-001795
448969B2FBE6ECB4,2026-06-14,15055.35,USD,DE,Dividend payout,FA-002120
DFBE4F13DBC12D29,2026-06-29,84131.75,USD,HK,Refund - disputed txn,FA-001850
90BE8673858C6BA2,2026-06-06,89994.28,CAD,AU,Capital injection,FA-000496
4F84229021DDB6A3,2026-06-04,39309.91,GBP,AU,Commission - trade,FA-001016
A2737B3992D022FE,2026-06-07,74124.62,GBP,GB,Consulting fee,FA-000921
CA9A3832AB39E384,2026-06-14,12303.32,CAD,AU,Advisory fee,FA-000263
26305D9F7B1E9D90,2026-06-19,17515.45,EUR,DE,Interest income - Q1,FA-001385
5A9CEB3BD2FF820A,2026-06-04,13558.02,CHF,CH,Interest income - Q1,FA-000087
82E489FE88953BB5,2026-06-17,35800.33,INR,HK,Vendor payment,FA-002410
60DCFC344EADD911,2026-06-27,87194.47,INR,SG,Wire transfer - client,FA-002269
029CB95047AB3930,2026-06-14,99217.63,EUR,FR,Asset purchase,FA-000943
7916AB12DEF6C21C,2026-06-22,9014.65,EUR,CH,Subscription renewal,FA-002411
1E09025B873EB343,2026-06-13,33797.25,USD,HK,Loan disbursement,FA-000903
7ECC1C414CAA250A,2026-06-05,15097.64,JPY,CH,FX settlement,FA-000030
0D3DF56CCB0EB95C,2026-06-19,49705.65,USD,GB,Advisory fee,FA-000291
F1465554E30FEC0F,2026-06-30,5476.1,EUR,JP,Revenue recognition,FA-002900
237090BF6D0324AE,2026-06-11,32011.25,GBP,HK,Service fee - monthly,FA-002585
3B4319E67EA5E417,2026-06-22,77859.42,CHF,JP,Refund - disputed txn,FA-000242
62371D4618CC800E,2026-06-26,41315.6,INR,GB,Insurance premium,FA-000938
6C12888CA720BFB7,2026-06-07,50884.96,AUD,AU,Commission - trade,FA-000277
37310D5844C2B092,2026-06-18,85953.65,CHF,AU,Consulting fee,FA-000129
B97385FCC92CFEDE,2026-06-14,82336.16,EUR,JP,Asset purchase,FA-001354
132D00461FA01177,2026-06-15,12519.79,JPY,US,Service fee - monthly,FA-000291
B43C8D9BBB95AB52,2026-06-09,61094.17,USD,SG,Refund - disputed txn,FA-002106
A97EC873177169B1,2026-06-30,38261.82,EUR,DE,Deposit interest,FA-000975
7F793DC63B894919,2026-06-26,1564.57,JPY,DE,Consulting fee,FA-001141
DF2307ED16DAAAA4,2026-06-28,93094.86,EUR,FR,Dividend payout,FA-002741
AC99EC721FFB8AFE,2026-06-17,3150.49,EUR,CA,Subscription renewal,FA-001989
E42C7E58E978702C,2026-06-09,54054.95,AUD,AU,Capital injection,FA-000878
71DD6191A12EA9C9,2026-06-14,56012.36,GBP,AU,Subscription renewal,FA-002209
9FE7A4931E191678,2026-06-08,17785.05,JPY,HK,Vendor payment,FA-000542
8561E9DAA2AEEB49,2026-06-13,54724.62,JPY,SG,Consulting fee,FA-002963
07410812F5CD6828,2026-06-19,96018.43,INR,IN,Vendor payment,FA-002339
6B306F62F8910D11,2026-06-27,11383.21,INR,JP,Revenue recognition,FA-002361
A2D36376023E586C,2026-06-23,2290.87,GBP,JP,Processing charge,FA-001937
C7496ADB4C6D7BEE,2026-06-03,77261.97,GBP,IN,Revenue recognition,FA-000996
8CA8FBD781148FCD,2026-06-20,18552.14,AUD,HK,Subscription renewal,FA-001938
F898C3F697E64E15,2026-06-09,97890.75,USD,GB,Commission - trade,FA-001668
9BA0A75B6B511A0D,2026-06-18,75294.61,AUD,FR,Consulting fee,FA-000780
56B28450709A4289,2026-06-06,4791.09,AUD,CH,Processing charge,FA-000387
CB8670C40C465C5E,2026-06-19,45116.62,JPY,JP,Advisory fee,FA-000398
38963C4662AC541A,2026-06-20,60862.58,INR,US,Service fee - monthly,FA-002700
BA2224FC6EB76C96,2026-06-04,7998.52,JPY,GB,Wire transfer - client,FA-001766
5F8F8860CF0786BF,2026-06-05,19668.6,EUR,DE,Asset purchase,FA-001452
9F7C0C7F642C1BE0,2026-06-17,25197.48,CAD,JP,Advisory fee,FA-001735
6BBD875D2FF22AB3,2026-06-11,87876.25,CHF,IN,Interest income - Q1,FA-001684
0F4A47BDD123EF48,2026-06-25,73673.51,CAD,HK,Revenue recognition,FA-001913
BF7E63AAA223D8AD,2026-06-29,47525.33,USD,HK,Vendor payment,FA-002987
0D96305A09C3B829,2026-06-08,33168.97,INR,IN,Service fee - monthly,FA-000222
0EBA11D78816F44A,2026-06-12,26238.85,AUD,US,Vendor payment,FA-002759
385193B80ACCA392,2026-06-15,96037.5,JPY,CA,Subscription renewal,FA-002677
C96982EB0F592747,2026-06-05,25453.68,INR,US,Wire transfer - client,FA-002647
DF8FB22383783C21,2026-06-21,65986.49,CAD,US,Subscription renewal,FA-000404
E2E32DEB83201220,2026-06-03,69196.64,AUD,AU,Consulting fee,FA-000249
600D9DEAB18D3610,2026-06-24,23599.42,JPY,JP,Advisory fee,FA-001650
A18076CDA34D9DC0,2026-06-07,73359.46,USD,AU,Subscription renewal,FA-002983
E0D45B6D5E06E641,2026-06-29,64765.11,CHF,IN,Wire transfer - client,FA-001390
BBEFF0756DE49095,2026-06-18,76044.1,AUD,CH,Vendor payment,FA-000448
386B96670368E97F,2026-06-22,64119.15,EUR,JP,Service fee - monthly,FA-001019
5927176B3016BF7F,2026-06-17,57772.91,GBP,CH,Service fee - monthly,FA-000785
41DCF9EFC58F1741,2026-06-24,13883.04,JPY,CH,Revenue recognition,FA-000780
218CA21B62429781,2026-06-02,81134.35,JPY,JP,Processing charge,FA-002197
E18A5D068092D709,2026-06-24,5073.08,AUD,FR,Capital injection,FA-001838
6F732D72285BC018,2026-06-30,81700.21,GBP,DE,Processing charge,FA-000575
B3266EEC57058BF1,2026-06-19,37242.6,USD,SG,Loan disbursement,FA-001729
DE1D121EB3DC0930,2026-06-03,80984.42,CHF,HK,Service fee - monthly,FA-000752
07EDAE94BB3AC868,2026-06-07,86533.07,AUD,JP,FX settlement,FA-001141
9471D19BEF3483CC,2026-06-02,25855.65,USD,DE,Dividend payout,FA-001895
CA6A1E3EC54CD5E6,2026-06-02,40622.19,JPY,CA,Consulting fee,FA-001024
0638FFEE88F53ECA,2026-06-28,29861.44,GBP,CA,Interest income - Q1,FA-000309
50DEB6751F29B00E,2026-06-29,76588.65,EUR,US,Tax withholding,FA-001816
