TransactionID,TransactionDate,Amount,Currency,Country,Description,fa_key
A85F5F3D889133A5,2026-08-21,82542.09,USD,HK,Loan disbursement,FA-000881
27D856298A661B72,2026-08-27,27135.73,AUD,US,Revenue recognition,FA-002158
ADFCCB6E2B96F1DC,2026-08-22,55920.56,CHF,CH,Subscription renewal,FA-002764
69C415A35586D8CC,2026-08-10,38687.47,JPY,US,Consulting fee,FA-001839
A3A9080B46C749FD,2026-08-26,27272.71,CHF,CH,Commission - trade,FA-004870
51B2A177B4316010,2026-08-03,40666.91,EUR,JP,Loan disbursement,FA-003515
7C95A8AD6AAE17D2,2026-08-26,29705.78,CAD,CH,Insurance premium,FA-005646
2E4327D79C4C9917,2026-08-28,11567.92,CAD,JP,Service fee - monthly,FA-000937
828750F548724CEA,2026-08-30,82068.88,CHF,CH,Subscription renewal,FA-005963
F82CDC1F92351431,2026-08-28,24580.93,JPY,IN,Commission - trade,FA-000115
5C0A2F081169A035,2026-08-26,76061.95,JPY,CH,Interest income - Q1,FA-006226
EEF66104F2682EC9,2026-08-04,68555.39,CAD,IN,Interest income - Q1,FA-001640
9557D24E10D2F671,2026-08-07,96008.33,INR,US,Consulting fee,FA-005387
E8B0498519EE8825,2026-08-15,48749.38,CHF,DE,Refund - disputed txn,FA-004908
97E345310BF0DB55,2026-08-17,6670.71,USD,SG,Subscription renewal,FA-006069
C95A23E2EABF38F8,2026-08-14,81465.17,CHF,CA,Payroll disbursement,FA-001774
A7272D7DE7FFEEB0,2026-08-16,84832.96,CAD,DE,Tax withholding,FA-004940
1F5BAA62F59F3048,2026-08-13,69728.5,USD,IN,Loan disbursement,FA-003872
7248B76580A222E3,2026-08-12,71921.78,GBP,GB,Processing charge,FA-001445
55294276F9D009B1,2026-08-14,71804.04,GBP,CA,Advisory fee,FA-001638
4D7FAC1C0F2BFCFB,2026-08-05,24925.43,JPY,DE,Subscription renewal,FA-005416
8FC881502A290B2D,2026-08-28,47083.56,CHF,CH,Insurance premium,FA-002900
0B0EC2D6F6A976F9,2026-08-26,87084.89,CHF,US,Loan disbursement,FA-000764
3F6DC561F3AE3289,2026-08-22,70416.1,AUD,CH,Advisory fee,FA-005731
8BB5DD4C5C7AB208,2026-08-07,85679.51,EUR,JP,Loan disbursement,FA-002437
F0E04F1A83B64AE6,2026-08-29,52008.62,USD,GB,Deposit interest,FA-000394
2457D0186FE4CC9C,2026-08-02,15821.03,CAD,AU,Capital injection,FA-000753
94FD158C73A8D7C5,2026-08-04,92662.99,CAD,IN,Commission - trade,FA-005517
188D6B07A1937A1C,2026-08-03,65392.01,AUD,DE,Commission - trade,FA-005107
253F3CAE7A1A051D,2026-08-07,5987.73,CHF,GB,Capital injection,FA-004901
5935880EB2ED61AD,2026-08-26,98473.26,CHF,CA,FX settlement,FA-000140
529DCFAEA0276E44,2026-08-14,67374.27,USD,HK,Wire transfer - client,FA-001264
55CB08704A2A0362,2026-08-05,63658.98,USD,JP,Processing charge,FA-006104
BFFB90D0C920229C,2026-08-24,65432.14,CHF,DE,Dividend payout,FA-002835
1A08AC0BDE6BB268,2026-08-16,60067.97,AUD,AU,Insurance premium,FA-000551
69B41F26A741EC27,2026-08-12,76925.13,EUR,JP,Revenue recognition,FA-003598
ABD40B9DA013FD34,2026-08-27,3824.86,USD,DE,Commission - trade,FA-003716
5D8EB0C7FE032FF2,2026-08-22,29162.38,GBP,GB,Insurance premium,FA-000235
F2B36EA450AF16B8,2026-08-30,164015.76,INR,HK,Capital injection,FA-003072
F0BCC72D26C36222,2026-08-03,31726.47,CHF,HK,FX settlement,FA-001184
ADA61AA7FA30B1EE,2026-08-25,33711.43,CAD,IN,Tax withholding,FA-000206
2AE7B95170EAE9A6,2026-08-07,47286.27,INR,US,Payroll disbursement,FA-004087
DB49F8434359FEB0,2026-08-27,21316.56,CAD,GB,Payroll disbursement,FA-005783
86E44BEEA6692106,2026-08-23,28402.34,JPY,DE,Insurance premium,FA-006079
CA26B05E969A3B99,2026-08-10,21364.17,JPY,IN,FX settlement,FA-003994
A4460F8152F48E0C,2026-08-01,7566.16,USD,FR,Asset purchase,FA-005247
D1464560A3DBB698,2026-08-12,77782.95,CHF,HK,Deposit interest,FA-001400
F1825DEE7A9D32D8,2026-08-15,46749.33,INR,FR,Vendor payment,FA-000834
1EBEDBEFE94DF4A8,2026-08-15,55414.81,AUD,HK,Commission - trade,FA-006199
769AF1E573EB588C,2026-08-15,62601.92,CHF,JP,Revenue recognition,FA-005358
22A6B7896281792B,2026-08-18,81746.88,EUR,SG,Service fee - monthly,FA-003171
9B24FFD3EF656DFF,2026-08-25,39765.96,JPY,CH,Interest income - Q1,FA-003706
68B1C2D21E6D9CCD,2026-08-24,974.0,GBP,JP,Interest income - Q1,FA-003920
479D468EB87540F2,2026-08-26,90624.16,AUD,CA,Subscription renewal,FA-004927
5DC9F7C0662240B9,2026-08-07,44304.93,INR,US,Refund - disputed txn,FA-006038
03443103E65A8C0E,2026-08-01,60899.16,EUR,FR,Interest income - Q1,FA-003613
5FFB64BF29D6C6B6,2026-08-26,75086.79,JPY,AU,Processing charge,FA-002732
91A56B5592B02695,2026-08-02,46975.2,JPY,US,Payroll disbursement,FA-003818
33513284676CA44D,2026-08-19,38388.98,INR,JP,Processing charge,FA-003287
7C7ACC587279561C,2026-08-13,17688.16,EUR,DE,Payroll disbursement,FA-003751
F3116D01DABF8952,2026-08-02,9744.25,GBP,HK,Payroll disbursement,FA-005985
4086659DD75D58A5,2026-08-10,29277.37,EUR,CA,Vendor payment,FA-003237
1839168C44576C9D,2026-08-11,41457.8,CAD,IN,Interest income - Q1,FA-000601
3ECE31BB63001641,2026-08-12,90872.4,CHF,SG,Insurance premium,FA-001929
1D62A6E931A92786,2026-08-15,60043.98,CAD,CA,Deposit interest,FA-005789
D030E11DD4407684,2026-08-09,76922.78,EUR,US,Deposit interest,FA-001096
B0EDAB85F08EE375,2026-08-25,9901.67,JPY,CA,Payroll disbursement,FA-001307
1EB6E05F8C48736E,2026-08-06,87246.88,AUD,US,Processing charge,FA-005433
57A84361DEB6624E,2026-08-03,37636.49,CAD,SG,Dividend payout,FA-000135
22B2B674B8789D35,2026-08-19,32844.61,INR,AU,Payroll disbursement,FA-003115
8527079AD1FA90E1,2026-08-14,69893.32,USD,JP,Insurance premium,FA-003963
AAE70546B46D9134,2026-08-18,31545.23,EUR,JP,Capital injection,FA-001030
D2541E198BB9E08C,2026-08-19,81455.4,CHF,FR,Advisory fee,FA-003062
9233031836ADAC7A,2026-08-01,51619.38,GBP,AU,Interest income - Q1,FA-002130
312F4DFFA94B7FF6,2026-08-01,41179.26,EUR,HK,Insurance premium,FA-004370
FBDAA94595746C7A,2026-08-16,98830.53,JPY,AU,Commission - trade,FA-002665
19A449D138A9E38B,2026-08-03,63388.42,CHF,FR,Tax withholding,FA-002009
F366F07280DC47A9,2026-08-14,89126.66,CHF,AU,Interest income - Q1,FA-000778
4ED8302AAEFA5000,2026-08-19,91899.47,USD,DE,Processing charge,FA-002265
BC68BCD961B6FAFE,2026-08-15,71767.21,CAD,GB,Asset purchase,FA-003159
A45E627DEE3055AA,2026-08-04,2517.53,CHF,HK,Deposit interest,FA-006440
AC3560308E8CFB57,2026-08-25,49628.59,AUD,FR,Processing charge,FA-004947
223275423166B04A,2026-08-29,32892.87,CHF,US,Commission - trade,FA-003091
16BC4ED5AA72DE89,2026-08-07,57551.51,CHF,SG,Revenue recognition,FA-003140
A2B1992E14C5B929,2026-08-27,94748.33,GBP,CA,Dividend payout,FA-005409
16B3F9BD31D3E0C1,2026-08-04,85407.59,GBP,DE,Processing charge,FA-002307
B2EA8A72B041641B,2026-08-10,30765.72,USD,FR,Deposit interest,FA-003889
8AA88834596144C6,2026-08-26,53406.24,JPY,SG,Revenue recognition,FA-005406
3CD012512E05F5A5,2026-08-28,80918.01,INR,CH,Commission - trade,FA-003519
205C624BD3ACE406,2026-08-01,72792.16,AUD,GB,Service fee - monthly,FA-003008
FF1D6B104186B249,2026-08-07,58811.68,EUR,HK,Refund - disputed txn,FA-005871
8531442251C6A871,2026-08-17,15418.92,CHF,FR,Dividend payout,FA-002884
9473539400D1E9D1,2026-08-09,23814.99,USD,JP,Consulting fee,FA-003845
E3A5F60C03BCA130,2026-08-02,24691.25,AUD,US,Deposit interest,FA-001694
59940CF6AA1A3AD4,2026-08-23,41585.82,GBP,JP,Service fee - monthly,FA-000989
D14BF5CCDEB3049A,2026-08-23,83234.95,USD,AU,Tax withholding,FA-006482
610955B3D744B6D7,2026-08-12,90954.51,INR,FR,Wire transfer - client,FA-000436
188A6E37ABE26F17,2026-08-13,24635.31,INR,AU,FX settlement,FA-006023
BFD37BAF1AD04A44,2026-08-14,67731.27,CAD,HK,Processing charge,FA-002548
B48D51FFE54645F7,2026-08-07,50473.02,AUD,US,Revenue recognition,FA-004621
B48F8C5B62059CA4,2026-08-28,26128.02,USD,US,Deposit interest,FA-006468
02C7B0FC99DABC4C,2026-08-05,95038.16,USD,US,Deposit interest,FA-005236
E6EA8DCD1D0527BB,2026-08-23,14616.82,CHF,FR,Deposit interest,FA-001680
1A0290B17C0B7534,2026-08-06,81115.84,AUD,JP,Payroll disbursement,FA-006154
0EDB85CD2D801883,2026-08-13,409956.79,GBP,IN,Consulting fee,FA-003752
C2F614DD1F0C8183,2026-08-24,86843.39,USD,IN,Tax withholding,FA-006195
76C0A8ED1949061E,2026-08-30,95659.16,USD,HK,Revenue recognition,FA-003121
022509300CC808B8,2026-08-16,8224.94,USD,AU,Consulting fee,FA-003320
2D7E4650612BFF2B,2026-08-25,46720.27,AUD,SG,Refund - disputed txn,FA-001279
DE15A557BCBE42BF,2026-08-21,48850.05,JPY,GB,FX settlement,FA-000925
EF5BE796AE565E4F,2026-08-26,34627.18,CAD,DE,Insurance premium,FA-002190
9BF9500F23AEE7A5,2026-08-06,97988.97,CHF,CA,FX settlement,FA-003814
79F46EA7532CC4D7,2026-08-28,99130.03,EUR,CA,Interest income - Q1,FA-003488
E21B740B68EAF08B,2026-08-27,28880.46,GBP,IN,Vendor payment,FA-004728
33E36E26B719EC31,2026-08-25,73950.27,USD,CA,Capital injection,FA-001983
FBF44B7651B2BFA0,2026-08-19,42318.34,USD,SG,Loan disbursement,FA-002814
F4E91EEBE77CCE2B,2026-08-25,897.74,USD,FR,Wire transfer - client,FA-000785
8B1D96070DE4C8BF,2026-08-25,64197.51,AUD,SG,Asset purchase,FA-004512
BA53DF77B7885F78,2026-08-10,34174.14,EUR,GB,Advisory fee,FA-002262
4AB881DCF5B86B13,2026-08-05,64463.51,GBP,GB,Refund - disputed txn,FA-006641
400A21B8CAB41171,2026-08-29,33037.44,EUR,CA,Service fee - monthly,FA-001247
1BCE8D2C5B47B981,2026-08-09,4125.11,JPY,GB,Payroll disbursement,FA-005534
7C5CC0E0B415744E,2026-08-06,25909.68,INR,AU,Refund - disputed txn,FA-000341
61798BFF6A188F16,2026-08-15,67774.11,AUD,IN,Capital injection,FA-002647
F996BAD568BA6620,2026-08-15,91056.54,INR,CH,Wire transfer - client,FA-004728
4E3B695638013A9F,2026-08-19,12990.35,EUR,DE,Tax withholding,FA-006486
867A2EF1DC4CB083,2026-08-11,50191.93,CHF,US,Payroll disbursement,FA-003379
F0AA084587B0B3C0,2026-08-07,92624.3,GBP,IN,Commission - trade,FA-001879
8EF256A41BC4BEE2,2026-08-09,26296.55,AUD,DE,Revenue recognition,FA-002582
0EDF7ACEEE8760A8,2026-08-29,88132.76,INR,DE,Revenue recognition,FA-004781
6CBEC993BA854999,2026-08-22,62475.14,CHF,AU,Wire transfer - client,FA-003800
73E72D8CF1530B03,2026-08-21,97727.63,CAD,SG,Consulting fee,FA-001432
01A80739DE997147,2026-08-27,36065.69,CAD,CA,Tax withholding,FA-005961
675E198C32CBD431,2026-08-02,12017.87,AUD,DE,FX settlement,FA-004071
AD3FA8C93919FA7F,2026-08-03,10691.86,AUD,AU,Vendor payment,FA-001189
A300EB9EA2656C9C,2026-08-07,57915.75,CAD,CA,Loan disbursement,FA-004926
DAF8BCB066E5C7E4,2026-08-08,30596.94,EUR,CA,Wire transfer - client,FA-005846
1F2B2F44DB3396ED,2026-08-06,33526.45,USD,GB,Deposit interest,FA-003348
0C6A1F8DA296CC19,2026-08-13,61783.05,AUD,GB,Tax withholding,FA-000233
B35A6EE97D926E1C,2026-08-30,96015.66,INR,GB,Loan disbursement,FA-004710
C27A1806D5D71087,2026-08-15,54871.0,CHF,AU,Service fee - monthly,FA-003355
0349935CF93B2502,2026-08-06,62175.36,INR,DE,Revenue recognition,FA-006431
28229454C4949AA0,2026-08-06,93495.33,GBP,SG,Commission - trade,FA-004030
043F2839FCBA65D5,2026-08-24,53187.11,GBP,IN,Consulting fee,FA-001921
131534DC97917EB3,2026-08-01,57478.72,USD,CA,Revenue recognition,FA-005717
BAAA46513ACF8F4E,2026-08-30,799.05,JPY,AU,Tax withholding,FA-001270
1CAAE05DD41B2796,2026-08-19,69733.36,CHF,US,Asset purchase,FA-005071
D3C8C3103F8428D0,2026-08-01,81489.84,USD,CA,Service fee - monthly,FA-000916
F00C4E62900ED975,2026-08-10,8076.4744,GBP,JP,FX settlement,FA-003896
36A7D016AC36C668,2026-08-17,6354.6,USD,AU,Asset purchase,FA-004010
821DC8EA182C8583,2026-08-12,54635.98,INR,GB,FX settlement,FA-006200
4EA773ABA19D9589,2026-08-02,62241.38,AUD,AU,Processing charge,FA-000025
E40694B145AD5244,2026-08-24,40826.85,EUR,US,Revenue recognition,FA-002191
27D6322CC96039A4,2026-08-29,44011.6,AUD,GB,Vendor payment,FA-006272
7F96132E6CBB22FE,2026-08-14,98374.48,USD,AU,Refund - disputed txn,FA-002326
74EB6A0FD6D004A5,2026-08-16,63805.53,EUR,AU,Tax withholding,FA-000576
CD5207DA87ACB98F,2026-08-30,58570.19,AUD,GB,Service fee - monthly,FA-000999
49DE943DA89AFEB2,2026-08-05,96841.23,CHF,HK,Vendor payment,FA-002105
043113830CED3679,2026-08-05,94917.61,USD,FR,Vendor payment,FA-004748
050A9555FC5C0BD0,2026-08-14,69012.41,GBP,IN,Payroll disbursement,FA-004399
21295A5FC0E307E0,2026-08-22,6423.41,EUR,US,Interest income - Q1,FA-002469
2500E2F773F0F0C6,2026-08-06,7033.67,AUD,CH,Consulting fee,FA-000442
7DC10386FA113513,2026-08-11,28965.52,JPY,HK,Insurance premium,FA-001570
85E0284B5E938962,2026-08-21,27749.44,INR,US,Insurance premium,FA-004892
EB97FEF1E726762E,2026-08-14,10444.73,GBP,CA,Processing charge,FA-005238
EB94EBA3676A7C53,2026-08-07,60749.27,CHF,SG,Capital injection,FA-002799
62C09B3E26BB7F26,2026-08-14,44948.36,INR,CH,Payroll disbursement,FA-001752
772DFEA8355563D3,2026-08-17,7933.17,INR,CH,Subscription renewal,FA-001263
56181ABE0D459495,2026-08-14,86301.75,JPY,CA,FX settlement,FA-004077
AC3C836F3330FD85,2026-08-15,47111.1,AUD,SG,FX settlement,FA-001743
A9F48185726F2AE2,2026-08-17,15349.56,USD,US,Deposit interest,FA-005018
89927123B4F0B7B8,2026-08-16,5773.55,EUR,GB,Processing charge,FA-006652
1F80B5298DF24312,2026-08-08,41991.34,GBP,AU,Wire transfer - client,FA-002690
C54887F5F95ECB83,2026-08-03,67735.56,EUR,SG,Dividend payout,FA-003255
65D84B29C9C1B90A,2026-08-10,73177.35,JPY,CH,Wire transfer - client,FA-005055
F675242A3B9800BE,2026-08-13,44186.37,JPY,GB,FX settlement,FA-000434
5D19E6494CF9A5BC,2026-08-12,2723.88,EUR,SG,Refund - disputed txn,FA-005532
767A48921FA8971F,2026-08-17,36327.19,EUR,DE,Wire transfer - client,FA-005823
217E66A85DD9AB6F,2026-08-10,30697.87,INR,AU,Payroll disbursement,FA-003451
0D400434C9F120F9,2026-08-15,38936.52,CHF,DE,Commission - trade,FA-000910
BC1CC1B422DF33A2,2026-08-27,92141.41,AUD,US,FX settlement,FA-006588
4BA892932A53747B,2026-08-30,23402.67,GBP,HK,Commission - trade,FA-004210
4F79FFEB8093F27C,2026-08-14,2413.15,USD,GB,Vendor payment,FA-002287
91CC1F5153DDE9A3,2026-08-14,68576.36,INR,SG,Service fee - monthly,FA-003875
99BF67D5BC4247A8,2026-08-22,87426.94,AUD,DE,Asset purchase,FA-005387
077F62477F204646,2026-08-13,52953.41,AUD,GB,Vendor payment,FA-001942
4B9AA1420A6FAB46,2026-08-29,98980.16,CHF,DE,Consulting fee,FA-000185
FEA9C5C5A62A069D,2026-08-24,99501.43,CHF,DE,Payroll disbursement,FA-000764
540E1C8230CA05EE,2026-08-25,47457.92,EUR,CA,Interest income - Q1,FA-006023
3F257B5BB35C12B7,2026-08-25,62806.21,JPY,HK,Loan disbursement,FA-000452
AE9CADB10FFCC3DD,2026-08-05,8900.69,CHF,US,Loan disbursement,FA-002857
24EBD3E245CC28A6,2026-08-14,86470.52,USD,CH,Service fee - monthly,FA-002554
2FD3755C66FD2BCC,2026-08-18,18737.62,JPY,US,Advisory fee,FA-001710
0B91FAF31E7BD6E1,2026-08-09,12356.46,AUD,IN,Revenue recognition,FA-005673
DA5DC9BF7C6C3A26,2026-08-11,15477.77,CHF,SG,Wire transfer - client,FA-004022
5B894DC152FF7197,2026-08-07,61450.63,CHF,DE,Dividend payout,FA-002850
DAE57A7697DB4B12,2026-08-13,71843.55,JPY,JP,Subscription renewal,FA-000676
0C4EB03B29A4D094,2026-08-08,44576.98,GBP,DE,Vendor payment,FA-004547
502CF6B1A91C15F5,2026-08-21,5330.04,JPY,SG,Asset purchase,FA-000041
784D140702859C8B,2026-08-01,3141.19,EUR,CH,Wire transfer - client,FA-001762
387A6371A2577A9F,2026-08-07,59077.72,GBP,CH,Loan disbursement,FA-003170
F4624EA7D6134E9A,2026-08-16,62071.71,GBP,US,Payroll disbursement,FA-000859
5C0EF1B337813773,2026-08-20,82786.15,GBP,US,Service fee - monthly,FA-006182
E4A1CB408E0B35E5,2026-08-05,8077.26,CAD,IN,Insurance premium,FA-000165
B658E02C83EBC5C0,2026-08-07,46213.46,CAD,IN,Commission - trade,FA-006562
30D45BC71A1C8AF9,2026-08-15,50194.54,GBP,US,Payroll disbursement,FA-001648
D2F154795A6D192D,2026-08-08,30138.28,INR,HK,Revenue recognition,FA-003759
09FF9D100B63B8ED,2026-08-11,8956.53,JPY,CA,Asset purchase,FA-001491
8467B219ED69BBC2,2026-08-14,95494.91,CAD,US,Capital injection,FA-003913
C527F335CC4E4E58,2026-08-24,89417.42,JPY,SG,Service fee - monthly,FA-003316
975BB938E617534C,2026-08-06,90506.21,AUD,HK,Payroll disbursement,FA-000703
8CDB604B7A9448F3,2026-08-11,81619.69,INR,CH,Service fee - monthly,FA-006423
9C14CE24C99ACF07,2026-08-03,53960.16,CAD,JP,Wire transfer - client,FA-006167
CC9C4240817143A9,2026-08-31,11848.87,AUD,JP,Revenue recognition,FA-004795
C7F622C09D70437B,2026-08-22,65218.26,CAD,AU,Wire transfer - client,FA-005001
AA4B8E32852EF70F,2026-08-18,44681.17,EUR,DE,Wire transfer - client,FA-004644
38C5421E77FE9E49,2026-08-10,18861.7,CHF,CH,Revenue recognition,FA-005898
44CFB4BC61E7CD30,2026-08-27,28354.4,CHF,DE,Tax withholding,FA-000952
BE32416FEB1EAFDE,2026-08-11,87114.5,CAD,SG,Payroll disbursement,FA-003625
16772052DCED7619,2026-08-28,56599.81,INR,CA,Capital injection,FA-004051
153D3158AF6EF947,2026-08-15,99655.11,JPY,FR,Service fee - monthly,FA-001462
4F72635FF257F432,2026-08-08,36500.37,EUR,SG,Insurance premium,FA-001305
FBC9C82D5F3A513C,2026-08-08,72159.38,CHF,DE,Vendor payment,FA-002936
7EE27AA654C8ABA0,2026-08-06,94084.81,CAD,HK,Insurance premium,FA-005794
CA43202A0B3AC8AA,2026-08-11,39177.48,EUR,CA,Wire transfer - client,FA-006065
4CA84ACBF3CDD09D,2026-08-13,20149.23,AUD,JP,Tax withholding,FA-002266
93C99E9D584BAA86,2026-08-27,93938.94,CAD,IN,Consulting fee,FA-000368
3B60255411839DAD,2026-08-20,21223.33,EUR,FR,FX settlement,FA-004207
AFE59ABAFDB332D3,2026-08-17,97395.8,USD,GB,Commission - trade,FA-001283
CA2F331D8EAC385F,2026-08-25,76111.88,JPY,GB,Tax withholding,FA-002659
2D111CB3B22EC0A8,2026-08-13,86386.0,AUD,GB,Deposit interest,FA-004351
EE0DFEA32D06D421,2026-08-30,25112.54,USD,HK,Service fee - monthly,FA-003467
F2DED5B1D857B21A,2026-08-21,26227.79,GBP,IN,Asset purchase,FA-005492
099744C8947ECCCA,2026-08-10,48894.65,CHF,GB,Interest income - Q1,FA-004763
43A2A4614444194F,2026-08-09,52925.66,CAD,US,Capital injection,FA-004569
B5B321DEB843BFCB,2026-08-24,53545.3,CAD,DE,Wire transfer - client,FA-006720
559B4B8139B2EC46,2026-08-18,17251.81,CAD,CA,Commission - trade,FA-000408
F44A67562271B7E5,2026-08-25,62679.52,CAD,US,Vendor payment,FA-000833
8BB35283E592D175,2026-08-28,86786.33,INR,JP,Capital injection,FA-002455
A54A0E982B1AD606,2026-08-24,82404.89,EUR,GB,Advisory fee,FA-004709
3941D15EA76F7372,2026-08-18,8926.47,CHF,JP,Subscription renewal,FA-003562
9F99F7CB9E66BD5F,2026-08-14,81724.17,CHF,FR,Capital injection,FA-002723
141E19DD7EE9C032,2026-08-20,96333.44,JPY,JP,Payroll disbursement,FA-006694
CB2E5595E795B23C,2026-08-11,32317.02,AUD,CH,Advisory fee,FA-003655
0967029101C07857,2026-08-21,86606.42,GBP,GB,Insurance premium,FA-000652
1E1E8C7641F70EE2,2026-08-14,7970.3,CAD,CH,Tax withholding,FA-000611
2352C8CACB346C22,2026-08-29,-18105.25,JPY,GB,Capital injection,FA-006415
FC13E1A150429729,2026-08-18,36082.78,USD,IN,Consulting fee,FA-003704
C30C05279C92FEC1,2026-08-25,99731.34,INR,US,Service fee - monthly,FA-006660
494A7E18E66C2A48,2026-08-05,31891.92,AUD,HK,Dividend payout,FA-005982
6B832E6BD256A2A2,2026-08-31,16414.53,INR,US,Advisory fee,FA-001653
6794CEB0BD83DD6E,2026-08-18,28283.14,CAD,US,Interest income - Q1,FA-005954
F42E41459C3EC8EB,2026-08-20,55037.63,EUR,CA,Refund - disputed txn,FA-002927
E329611E7E70374A,2026-08-10,90612.69,EUR,DE,Capital injection,FA-000835
B9880401CB2366DD,2026-08-20,59838.6,EUR,SG,Service fee - monthly,FA-002053
6C95E397A92418CC,2026-08-14,12704.43,JPY,FR,Capital injection,FA-004045
4996BD8FE5528D46,2026-08-07,48457.83,INR,FR,Revenue recognition,FA-005784
69DF6ACF8A07A3D7,2026-08-03,13146.65,JPY,CH,Asset purchase,FA-003541
902652FC2914DB5F,2026-08-17,45734.82,USD,JP,Wire transfer - client,FA-000488
24185B9ED4872CCD,2026-08-14,94026.78,EUR,DE,Advisory fee,FA-003415
DFCC13950BA3AB07,2026-08-01,83000.94,EUR,CH,Vendor payment,FA-000030
C29B543205828A13,2026-08-04,40465.54,GBP,FR,Capital injection,FA-002390
79AEE839C8FDD672,2026-08-23,10318.51,INR,AU,Vendor payment,FA-005715
7B041431D7FF1809,2026-08-04,21521.73,CHF,SG,Interest income - Q1,FA-006526
5857A546F35DE0DA,2026-08-18,59507.44,CHF,CH,Consulting fee,FA-000401
286C5C238880A1AD,2026-08-23,27874.71,AUD,JP,Deposit interest,FA-002635
8D5F3F9BBB32DCE4,2026-08-06,72285.81,GBP,JP,FX settlement,FA-001225
37E2DA92ABB6046F,2026-08-13,64151.02,CAD,US,Service fee - monthly,FA-006648
